club_name,club_tm_id,league,season,market_value_m,club_url
Wolverhampton Wanderers,543,Premier League,2023-2024,442.73,https://www.transfermarkt.fr/wolverhampton-wanderers/startseite/verein/543/saison_id/2023
AFC Bournemouth,989,Premier League,2024-2025,518.6,https://www.transfermarkt.fr/afc-bournemouth/startseite/verein/989/saison_id/2024
Arsenal FC,11,Premier League,2024-2025,1160.0,https://www.transfermarkt.fr/fc-arsenal/startseite/verein/11/saison_id/2024
Aston Villa,405,Premier League,2024-2025,680.55,https://www.transfermarkt.fr/aston-villa/startseite/verein/405/saison_id/2024
Brighton & Hove Albion,1237,Premier League,2024-2025,667.58,https://www.transfermarkt.fr/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2024
Chelsea FC,631,Premier League,2024-2025,1190.0,https://www.transfermarkt.fr/fc-chelsea/startseite/verein/631/saison_id/2024
Crystal Palace,873,Premier League,2024-2025,526.85,https://www.transfermarkt.fr/crystal-palace/startseite/verein/873/saison_id/2024
FC Brentford,1148,Premier League,2024-2025,427.85,https://www.transfermarkt.fr/fc-brentford/startseite/verein/1148/saison_id/2024
FC Everton,29,Premier League,2024-2025,363.23,https://www.transfermarkt.fr/fc-everton/startseite/verein/29/saison_id/2024
FC Fulham,931,Premier League,2024-2025,362.35,https://www.transfermarkt.fr/fc-fulham/startseite/verein/931/saison_id/2024
FC Liverpool,31,Premier League,2024-2025,950.95,https://www.transfermarkt.fr/fc-liverpool/startseite/verein/31/saison_id/2024
FC Southampton,180,Premier League,2024-2025,310.05,https://www.transfermarkt.fr/fc-southampton/startseite/verein/180/saison_id/2024
Ipswich Town,677,Premier League,2024-2025,270.1,https://www.transfermarkt.fr/ipswich-town/startseite/verein/677/saison_id/2024
Leicester City,1003,Premier League,2024-2025,253.35,https://www.transfermarkt.fr/leicester-city/startseite/verein/1003/saison_id/2024
Manchester City,281,Premier League,2024-2025,1360.0,https://www.transfermarkt.fr/manchester-city/startseite/verein/281/saison_id/2024
Manchester United,985,Premier League,2024-2025,825.0,https://www.transfermarkt.fr/manchester-united/startseite/verein/985/saison_id/2024
Newcastle United,762,Premier League,2024-2025,677.53,https://www.transfermarkt.fr/newcastle-united/startseite/verein/762/saison_id/2024
Nottingham Forest,703,Premier League,2024-2025,481.3,https://www.transfermarkt.fr/nottingham-forest/startseite/verein/703/saison_id/2024
Tottenham Hotspur,148,Premier League,2024-2025,777.3,https://www.transfermarkt.fr/tottenham-hotspur/startseite/verein/148/saison_id/2024
West Ham United,379,Premier League,2024-2025,400.7,https://www.transfermarkt.fr/west-ham-united/startseite/verein/379/saison_id/2024
Wolverhampton Wanderers,543,Premier League,2024-2025,433.05,https://www.transfermarkt.fr/wolverhampton-wanderers/startseite/verein/543/saison_id/2024
AC Chievo Verona,862,Serie A,2017-2018,55.23,https://www.transfermarkt.fr/chievo-verona/startseite/verein/862/saison_id/2017
AC Milan,5,Serie A,2017-2018,407.05,https://www.transfermarkt.fr/ac-mailand/startseite/verein/5/saison_id/2017
ACF Fiorentina,430,Serie A,2017-2018,237.33,https://www.transfermarkt.fr/ac-florenz/startseite/verein/430/saison_id/2017
AS Roma,12,Serie A,2017-2018,469.1,https://www.transfermarkt.fr/as-rom/startseite/verein/12/saison_id/2017
Atalanta BC,800,Serie A,2017-2018,207.95,https://www.transfermarkt.fr/atalanta-bergamo/startseite/verein/800/saison_id/2017
Benevento Calcio,4171,Serie A,2017-2018,57.83,https://www.transfermarkt.fr/benevento-calcio/startseite/verein/4171/saison_id/2017
Cagliari Calcio,1390,Serie A,2017-2018,98.58,https://www.transfermarkt.fr/cagliari-calcio/startseite/verein/1390/saison_id/2017
FC Bologna,1025,Serie A,2017-2018,103.55,https://www.transfermarkt.fr/fc-bologna/startseite/verein/1025/saison_id/2017
FC Crotone,4083,Serie A,2017-2018,47.88,https://www.transfermarkt.fr/fc-crotone/startseite/verein/4083/saison_id/2017
Genoa CFC,252,Serie A,2017-2018,135.13,https://www.transfermarkt.fr/genua-cfc/startseite/verein/252/saison_id/2017
Hellas Verona,276,Serie A,2017-2018,56.5,https://www.transfermarkt.fr/hellas-verona/startseite/verein/276/saison_id/2017
Inter Milan,46,Serie A,2017-2018,487.28,https://www.transfermarkt.fr/inter-mailand/startseite/verein/46/saison_id/2017
Juventus Turin,506,Serie A,2017-2018,653.15,https://www.transfermarkt.fr/juventus-turin/startseite/verein/506/saison_id/2017
Lazio Rome,398,Serie A,2017-2018,408.78,https://www.transfermarkt.fr/lazio-rom/startseite/verein/398/saison_id/2017
SPAL 2013,2722,Serie A,2017-2018,63.55,https://www.transfermarkt.fr/spal/startseite/verein/2722/saison_id/2017
SSC Napoli,6195,Serie A,2017-2018,504.25,https://www.transfermarkt.fr/ssc-neapel/startseite/verein/6195/saison_id/2017
Torino FC,416,Serie A,2017-2018,175.53,https://www.transfermarkt.fr/fc-turin/startseite/verein/416/saison_id/2017
UC Sampdoria,1038,Serie A,2017-2018,190.45,https://www.transfermarkt.fr/sampdoria-genua/startseite/verein/1038/saison_id/2017
US Sassuolo,6574,Serie A,2017-2018,126.78,https://www.transfermarkt.fr/us-sassuolo/startseite/verein/6574/saison_id/2017
Udinese Calcio,410,Serie A,2017-2018,108.03,https://www.transfermarkt.fr/udinese-calcio/startseite/verein/410/saison_id/2017
AC Chievo Verona,862,Serie A,2018-2019,54.7,https://www.transfermarkt.fr/chievo-verona/startseite/verein/862/saison_id/2018
AC Milan,5,Serie A,2018-2019,578.48,https://www.transfermarkt.fr/ac-mailand/startseite/verein/5/saison_id/2018
ACF Fiorentina,430,Serie A,2018-2019,315.33,https://www.transfermarkt.fr/ac-florenz/startseite/verein/430/saison_id/2018
AS Roma,12,Serie A,2018-2019,459.05,https://www.transfermarkt.fr/as-rom/startseite/verein/12/saison_id/2018
Atalanta BC,800,Serie A,2018-2019,367.68,https://www.transfermarkt.fr/atalanta-bergamo/startseite/verein/800/saison_id/2018
Cagliari Calcio,1390,Serie A,2018-2019,155.38,https://www.transfermarkt.fr/cagliari-calcio/startseite/verein/1390/saison_id/2018
FC Bologna,1025,Serie A,2018-2019,119.68,https://www.transfermarkt.fr/fc-bologna/startseite/verein/1025/saison_id/2018
FC Empoli,749,Serie A,2018-2019,105.6,https://www.transfermarkt.fr/fc-empoli/startseite/verein/749/saison_id/2018
Frosinone Calcio,8970,Serie A,2018-2019,54.53,https://www.transfermarkt.fr/frosinone-calcio/startseite/verein/8970/saison_id/2018
Genoa CFC,252,Serie A,2018-2019,191.73,https://www.transfermarkt.fr/genua-cfc/startseite/verein/252/saison_id/2018
Inter Milan,46,Serie A,2018-2019,617.93,https://www.transfermarkt.fr/inter-mailand/startseite/verein/46/saison_id/2018
Juventus Turin,506,Serie A,2018-2019,871.05,https://www.transfermarkt.fr/juventus-turin/startseite/verein/506/saison_id/2018
Lazio Rome,398,Serie A,2018-2019,291.15,https://www.transfermarkt.fr/lazio-rom/startseite/verein/398/saison_id/2018
Parma Calcio 1913,130,Serie A,2018-2019,95.75,https://www.transfermarkt.fr/parma-calcio-1913/startseite/verein/130/saison_id/2018
SPAL,2722,Serie A,2018-2019,97.4,https://www.transfermarkt.fr/spal/startseite/verein/2722/saison_id/2018
SSC Napoli,6195,Serie A,2018-2019,646.8,https://www.transfermarkt.fr/ssc-neapel/startseite/verein/6195/saison_id/2018
Torino FC,416,Serie A,2018-2019,239.23,https://www.transfermarkt.fr/fc-turin/startseite/verein/416/saison_id/2018
UC Sampdoria,1038,Serie A,2018-2019,216.75,https://www.transfermarkt.fr/sampdoria-genua/startseite/verein/1038/saison_id/2018
US Sassuolo,6574,Serie A,2018-2019,242.05,https://www.transfermarkt.fr/us-sassuolo/startseite/verein/6574/saison_id/2018
Udinese Calcio,410,Serie A,2018-2019,201.2,https://www.transfermarkt.fr/udinese-calcio/startseite/verein/410/saison_id/2018
AC Milan,5,Serie A,2019-2020,404.33,https://www.transfermarkt.fr/ac-mailand/startseite/verein/5/saison_id/2019
ACF Fiorentina,430,Serie A,2019-2020,302.23,https://www.transfermarkt.fr/ac-florenz/startseite/verein/430/saison_id/2019
AS Roma,12,Serie A,2019-2020,392.73,https://www.transfermarkt.fr/as-rom/startseite/verein/12/saison_id/2019
Atalanta BC,800,Serie A,2019-2020,291.43,https://www.transfermarkt.fr/atalanta-bergamo/startseite/verein/800/saison_id/2019
Brescia Calcio (- 2025),19,Serie A,2019-2020,83.23,https://www.transfermarkt.fr/brescia-calcio/startseite/verein/19/saison_id/2019
Cagliari Calcio,1390,Serie A,2019-2020,167.83,https://www.transfermarkt.fr/cagliari-calcio/startseite/verein/1390/saison_id/2019
FC Bologna,1025,Serie A,2019-2020,129.65,https://www.transfermarkt.fr/fc-bologna/startseite/verein/1025/saison_id/2019
Genoa CFC,252,Serie A,2019-2020,142.38,https://www.transfermarkt.fr/genua-cfc/startseite/verein/252/saison_id/2019
Hellas Verona,276,Serie A,2019-2020,112.53,https://www.transfermarkt.fr/hellas-verona/startseite/verein/276/saison_id/2019
Inter Milan,46,Serie A,2019-2020,606.05,https://www.transfermarkt.fr/inter-mailand/startseite/verein/46/saison_id/2019
Juventus Turin,506,Serie A,2019-2020,661.88,https://www.transfermarkt.fr/juventus-turin/startseite/verein/506/saison_id/2019
Lazio Rome,398,Serie A,2019-2020,303.88,https://www.transfermarkt.fr/lazio-rom/startseite/verein/398/saison_id/2019
Parma Calcio 1913,130,Serie A,2019-2020,128.75,https://www.transfermarkt.fr/parma-calcio-1913/startseite/verein/130/saison_id/2019
SPAL,2722,Serie A,2019-2020,73.63,https://www.transfermarkt.fr/spal/startseite/verein/2722/saison_id/2019
SSC Napoli,6195,Serie A,2019-2020,548.28,https://www.transfermarkt.fr/ssc-neapel/startseite/verein/6195/saison_id/2019
Torino FC,416,Serie A,2019-2020,163.55,https://www.transfermarkt.fr/fc-turin/startseite/verein/416/saison_id/2019
UC Sampdoria,1038,Serie A,2019-2020,135.28,https://www.transfermarkt.fr/sampdoria-genua/startseite/verein/1038/saison_id/2019
US Lecce,1005,Serie A,2019-2020,52.33,https://www.transfermarkt.fr/us-lecce/startseite/verein/1005/saison_id/2019
US Sassuolo,6574,Serie A,2019-2020,167.98,https://www.transfermarkt.fr/us-sassuolo/startseite/verein/6574/saison_id/2019
Udinese Calcio,410,Serie A,2019-2020,121.08,https://www.transfermarkt.fr/udinese-calcio/startseite/verein/410/saison_id/2019
AC Milan,5,Serie A,2020-2021,547.78,https://www.transfermarkt.fr/ac-mailand/startseite/verein/5/saison_id/2020
ACF Fiorentina,430,Serie A,2020-2021,286.8,https://www.transfermarkt.fr/ac-florenz/startseite/verein/430/saison_id/2020
AS Roma,12,Serie A,2020-2021,395.65,https://www.transfermarkt.fr/as-rom/startseite/verein/12/saison_id/2020
Atalanta BC,800,Serie A,2020-2021,430.0,https://www.transfermarkt.fr/atalanta-bergamo/startseite/verein/800/saison_id/2020
Benevento Calcio,4171,Serie A,2020-2021,50.13,https://www.transfermarkt.fr/benevento-calcio/startseite/verein/4171/saison_id/2020
Cagliari Calcio,1390,Serie A,2020-2021,187.83,https://www.transfermarkt.fr/cagliari-calcio/startseite/verein/1390/saison_id/2020
FC Bologna,1025,Serie A,2020-2021,153.6,https://www.transfermarkt.fr/fc-bologna/startseite/verein/1025/saison_id/2020
FC Crotone,4083,Serie A,2020-2021,52.75,https://www.transfermarkt.fr/fc-crotone/startseite/verein/4083/saison_id/2020
Genoa CFC,252,Serie A,2020-2021,111.93,https://www.transfermarkt.fr/genua-cfc/startseite/verein/252/saison_id/2020
Hellas Verona,276,Serie A,2020-2021,157.21,https://www.transfermarkt.fr/hellas-verona/startseite/verein/276/saison_id/2020
Inter Milan,46,Serie A,2020-2021,663.9,https://www.transfermarkt.fr/inter-mailand/startseite/verein/46/saison_id/2020
Juventus Turin,506,Serie A,2020-2021,633.3,https://www.transfermarkt.fr/juventus-turin/startseite/verein/506/saison_id/2020
Lazio Rome,398,Serie A,2020-2021,326.33,https://www.transfermarkt.fr/lazio-rom/startseite/verein/398/saison_id/2020
Parma Calcio 1913,130,Serie A,2020-2021,128.7,https://www.transfermarkt.fr/parma-calcio-1913/startseite/verein/130/saison_id/2020
SSC Napoli,6195,Serie A,2020-2021,530.2,https://www.transfermarkt.fr/ssc-neapel/startseite/verein/6195/saison_id/2020
Spezia Calcio,3522,Serie A,2020-2021,71.68,https://www.transfermarkt.fr/spezia-calcio/startseite/verein/3522/saison_id/2020
Torino FC,416,Serie A,2020-2021,175.28,https://www.transfermarkt.fr/fc-turin/startseite/verein/416/saison_id/2020
UC Sampdoria,1038,Serie A,2020-2021,127.18,https://www.transfermarkt.fr/sampdoria-genua/startseite/verein/1038/saison_id/2020
US Sassuolo,6574,Serie A,2020-2021,241.74,https://www.transfermarkt.fr/us-sassuolo/startseite/verein/6574/saison_id/2020
Udinese Calcio,410,Serie A,2020-2021,173.0,https://www.transfermarkt.fr/udinese-calcio/startseite/verein/410/saison_id/2020
AC Milan,5,Serie A,2021-2022,546.95,https://www.transfermarkt.fr/ac-mailand/startseite/verein/5/saison_id/2021
ACF Fiorentina,430,Serie A,2021-2022,325.8,https://www.transfermarkt.fr/ac-florenz/startseite/verein/430/saison_id/2021
AS Roma,12,Serie A,2021-2022,381.25,https://www.transfermarkt.fr/as-rom/startseite/verein/12/saison_id/2021
Atalanta BC,800,Serie A,2021-2022,398.75,https://www.transfermarkt.fr/atalanta-bergamo/startseite/verein/800/saison_id/2021
Cagliari Calcio,1390,Serie A,2021-2022,134.53,https://www.transfermarkt.fr/cagliari-calcio/startseite/verein/1390/saison_id/2021
FC Bologna,1025,Serie A,2021-2022,186.2,https://www.transfermarkt.fr/fc-bologna/startseite/verein/1025/saison_id/2021
FC Empoli,749,Serie A,2021-2022,126.5,https://www.transfermarkt.fr/fc-empoli/startseite/verein/749/saison_id/2021
Genoa CFC,252,Serie A,2021-2022,121.28,https://www.transfermarkt.fr/genua-cfc/startseite/verein/252/saison_id/2021
Hellas Verona,276,Serie A,2021-2022,162.98,https://www.transfermarkt.fr/hellas-verona/startseite/verein/276/saison_id/2021
Inter Milan,46,Serie A,2021-2022,558.55,https://www.transfermarkt.fr/inter-mailand/startseite/verein/46/saison_id/2021
Juventus Turin,506,Serie A,2021-2022,642.5,https://www.transfermarkt.fr/juventus-turin/startseite/verein/506/saison_id/2021
Lazio Rome,398,Serie A,2021-2022,264.53,https://www.transfermarkt.fr/lazio-rom/startseite/verein/398/saison_id/2021
SSC Napoli,6195,Serie A,2021-2022,477.23,https://www.transfermarkt.fr/ssc-neapel/startseite/verein/6195/saison_id/2021
Spezia Calcio,3522,Serie A,2021-2022,78.5,https://www.transfermarkt.fr/spezia-calcio/startseite/verein/3522/saison_id/2021
Torino FC,416,Serie A,2021-2022,223.4,https://www.transfermarkt.fr/fc-turin/startseite/verein/416/saison_id/2021
UC Sampdoria,1038,Serie A,2021-2022,128.55,https://www.transfermarkt.fr/sampdoria-genua/startseite/verein/1038/saison_id/2021
US Salernitana 1919,380,Serie A,2021-2022,70.56,https://www.transfermarkt.fr/us-salernitana-1919/startseite/verein/380/saison_id/2021
US Sassuolo,6574,Serie A,2021-2022,251.0,https://www.transfermarkt.fr/us-sassuolo/startseite/verein/6574/saison_id/2021
Udinese Calcio,410,Serie A,2021-2022,142.3,https://www.transfermarkt.fr/udinese-calcio/startseite/verein/410/saison_id/2021
Venezia FC,607,Serie A,2021-2022,80.98,https://www.transfermarkt.fr/venezia-fc/startseite/verein/607/saison_id/2021
AC Milan,5,Serie A,2022-2023,545.1,https://www.transfermarkt.fr/ac-mailand/startseite/verein/5/saison_id/2022
AC Monza,2919,Serie A,2022-2023,135.7,https://www.transfermarkt.fr/ac-monza/startseite/verein/2919/saison_id/2022
ACF Fiorentina,430,Serie A,2022-2023,258.8,https://www.transfermarkt.fr/ac-florenz/startseite/verein/430/saison_id/2022
AS Roma,12,Serie A,2022-2023,361.38,https://www.transfermarkt.fr/as-rom/startseite/verein/12/saison_id/2022
Atalanta BC,800,Serie A,2022-2023,338.38,https://www.transfermarkt.fr/atalanta-bergamo/startseite/verein/800/saison_id/2022
FC Bologna,1025,Serie A,2022-2023,153.63,https://www.transfermarkt.fr/fc-bologna/startseite/verein/1025/saison_id/2022
FC Empoli,749,Serie A,2022-2023,125.53,https://www.transfermarkt.fr/fc-empoli/startseite/verein/749/saison_id/2022
Hellas Verona,276,Serie A,2022-2023,123.89,https://www.transfermarkt.fr/hellas-verona/startseite/verein/276/saison_id/2022
Inter Milan,46,Serie A,2022-2023,567.55,https://www.transfermarkt.fr/inter-mailand/startseite/verein/46/saison_id/2022
Juventus Turin,506,Serie A,2022-2023,483.13,https://www.transfermarkt.fr/juventus-turin/startseite/verein/506/saison_id/2022
Lazio Rome,398,Serie A,2022-2023,266.43,https://www.transfermarkt.fr/lazio-rom/startseite/verein/398/saison_id/2022
SSC Napoli,6195,Serie A,2022-2023,654.08,https://www.transfermarkt.fr/ssc-neapel/startseite/verein/6195/saison_id/2022
Spezia Calcio,3522,Serie A,2022-2023,115.81,https://www.transfermarkt.fr/spezia-calcio/startseite/verein/3522/saison_id/2022
Torino FC,416,Serie A,2022-2023,197.19,https://www.transfermarkt.fr/fc-turin/startseite/verein/416/saison_id/2022
UC Sampdoria,1038,Serie A,2022-2023,82.96,https://www.transfermarkt.fr/sampdoria-genua/startseite/verein/1038/saison_id/2022
US Cremonese,2239,Serie A,2022-2023,83.78,https://www.transfermarkt.fr/us-cremonese/startseite/verein/2239/saison_id/2022
US Lecce,1005,Serie A,2022-2023,105.2,https://www.transfermarkt.fr/us-lecce/startseite/verein/1005/saison_id/2022
US Salernitana 1919,380,Serie A,2022-2023,118.35,https://www.transfermarkt.fr/us-salernitana-1919/startseite/verein/380/saison_id/2022
US Sassuolo,6574,Serie A,2022-2023,232.2,https://www.transfermarkt.fr/us-sassuolo/startseite/verein/6574/saison_id/2022
Udinese Calcio,410,Serie A,2022-2023,188.86,https://www.transfermarkt.fr/udinese-calcio/startseite/verein/410/saison_id/2022
AC Milan,5,Serie A,2023-2024,571.41,https://www.transfermarkt.fr/ac-mailand/startseite/verein/5/saison_id/2023
AC Monza,2919,Serie A,2023-2024,143.43,https://www.transfermarkt.fr/ac-monza/startseite/verein/2919/saison_id/2023
ACF Fiorentina,430,Serie A,2023-2024,284.1,https://www.transfermarkt.fr/ac-florenz/startseite/verein/430/saison_id/2023
AS Roma,12,Serie A,2023-2024,340.4,https://www.transfermarkt.fr/as-rom/startseite/verein/12/saison_id/2023
Atalanta BC,800,Serie A,2023-2024,436.05,https://www.transfermarkt.fr/atalanta-bergamo/startseite/verein/800/saison_id/2023
Cagliari Calcio,1390,Serie A,2023-2024,92.23,https://www.transfermarkt.fr/cagliari-calcio/startseite/verein/1390/saison_id/2023
FC Bologna,1025,Serie A,2023-2024,349.3,https://www.transfermarkt.fr/fc-bologna/startseite/verein/1025/saison_id/2023
FC Empoli,749,Serie A,2023-2024,102.33,https://www.transfermarkt.fr/fc-empoli/startseite/verein/749/saison_id/2023
Frosinone Calcio,8970,Serie A,2023-2024,108.4,https://www.transfermarkt.fr/frosinone-calcio/startseite/verein/8970/saison_id/2023
Genoa CFC,252,Serie A,2023-2024,195.4,https://www.transfermarkt.fr/genua-cfc/startseite/verein/252/saison_id/2023
Hellas Verona,276,Serie A,2023-2024,140.7,https://www.transfermarkt.fr/hellas-verona/startseite/verein/276/saison_id/2023
Inter Milan,46,Serie A,2023-2024,654.85,https://www.transfermarkt.fr/inter-mailand/startseite/verein/46/saison_id/2023
Juventus Turin,506,Serie A,2023-2024,504.53,https://www.transfermarkt.fr/juventus-turin/startseite/verein/506/saison_id/2023
Lazio Rome,398,Serie A,2023-2024,225.45,https://www.transfermarkt.fr/lazio-rom/startseite/verein/398/saison_id/2023
